Record_ID,Accounting_Year,Accounting_Quarter,Accounting_Month,Accounting_Period,Underwriting_Year,Accident_Year,Booking_Date,Region,Market_Unit,Country,Business_Segment,Main_Line_of_Business,Line_of_Business,Type_of_Business,Cedent_ID,Cedent_Name,Broker,Client_Management_ID,Client_Manager,UW_Portfolio,Client_Executive,IFRS_Classification,PCSS_Type,P_Zero_Flag,Renewal_Category,Direction_of_Business,Premium,Claims,Commission,Expenses,Technical_Result,Net_Premium,Loss_Ratio,Expense_Ratio,Combined_Ratio
FIN00046337,2023,Q2,4,2023-04,2023,2023,18-04-2023,EMEA,France,France,REPC,Property,Engineering,Property Treaty,CED0105,Titan Insurance Group,Highbridge Risk Solutions,CM6812,Fatima Lindqvist,Marine Cargo,Anjali Verma,201,Trust,No,Renewal,Inward,279591.38,155793.53,25254.9,20770.99,77771.96,254336.48,0.5572,0.0743,0.6315
FIN00028619,2025,Q4,10,2025-10,2024,2024,09-10-2025,EMEA,Middle East,United Arab Emirates,REPC,Specialty,Surety,Direct Insurance,CED0115,Westfield Insurance Group,Blackstone Insurance Brokers,CM1098,Marcus Lindqvist,Retail Casualty,Anjali Verma,102,Trust,No,Renewal,Inward,157370.1,75134.48,22481.25,15508.24,44246.12,134888.85,0.4774,0.0985,0.576
FIN00003793,2024,Q4,12,2024-12,2024,2022,10-12-2024,EMEA,UK,United Kingdom,REPC,Casualty,Workers Compensation,Direct Insurance,CED0088,Quantum Mutual,Chadwick Risk Advisors,CM8705,,Casualty Excess,Henry Cartwright,101,Non Trust,No,Renewal,Inward,77560.34,53324.02,7744.54,5728.32,10763.46,69815.8,0.6875,0.0739,0.7614
FIN00022689,2026,Q3,7,2026-07,2026,2026,29-07-2026,Asia,China,China,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0066,Meadowbrook Insurance Group,Grayson & Associates,CM7298,James Chen,Retail Casualty,Isabelle Achebe,101,Trust,Yes,Renewal,Outward,1569990.98,1360283.06,164552.74,94154.21,-48999.03,1405438.24,0.8664,0.06,0.9264
FIN00028922,2024,Q1,3,2024-03,2024,2024,07-03-2024,Asia,ANZ,Australia,REPC,Casualty,Accident & Health,Non-Property Treaty,CED0019,Cornerstone Mutual,Vantage Risk Solutions,CM3451,Priya Wallace,Construction,William Holloway,102,Non Trust,Yes,New Business,Inward,400329.38,250722.51,39868.71,39614.1,70124.06,360460.67,0.6263,0.099,0.7252
FIN00021370,2024,Q1,3,2024-03,2024,2024,29-03-2024,Asia,Japan,Japan,REPC,Specialty,Space,Non-Property Facultative,CED0036,Global Indemnity,Vantage Risk Solutions,CM1870,Priya Nakagawa,Marine Cargo,Oscar Bennet,101,Trust,No,Renewal,Inward,768383.3,500066.56,75034.35,88739.17,104543.22,693348.95,0.6508,0.1155,0.7663
FIN00025384,2023,Q4,10,2023-10,2023,2022,25-10-2023,EMEA,Spain,Spain,REPC,Property,Environmental,Direct Insurance,CED0099,Silverline Underwriters,LOCKWOOD RISK PARTNERS,CM9811,Yuki O'Connell,Political & Credit Risk,Monica Petrov,102,Non Trust,No,New Business,Inward,218036.91,109128.12,38827.2,11282.06,58799.53,179209.72,0.5005,0.0517,0.5522
FIN00015264,2023,Q4,10,2023-10,2022,2022,02-10-2023,Americas,US,United States,REPC,Casualty,Workers Compensation,Direct Insurance,CED0086,Prime Insurance,Lockwood Risk Solutions,CM7016,Priya Wallace,Space & Satellite,Anjali Verma,201,Non Trust,No,New Business,Inward,242814.44,172723.15,36328.74,27992.74,5769.82,206485.71,0.7113,0.1153,0.8266
FIN00021434,2025,Q2,6,2025-06,2025,2024,27-06-2025,Americas,Canada,Canada,REPC,P&C Re,Property,Property Treaty,CED0028,Evergreen Re,Northgate & Associates,CM6917,Fatima Costa,Space & Satellite,William Holloway,102,Non Trust,No,Renewal,Inward,640950.34,406147.91,44621.69,19277.99,170902.75,596328.65,0.6337,0.0301,0.6637
FIN00014071,2025,Q2,4,2025-04,2025,2025,18-04-2025,Americas,US,United States,REPC,P&C Facultative,Energy,Property Facultative,CED0089,Quantum Underwriters,Vantage Insurance Brokers,CM8705,Hana Bianchi,Trade Credit & Surety,Monica Petrov,102,Non Trust,No,Renewal,Inward,346662.47,203712.56,24088.84,22907.74,95953.33,322573.63,0.5876,0.0661,0.6537
FIN00027949,2025,Q4,12,2025-12,2025,2025,31-12-2025,Asia,ANZ,Australia,REPC,P&C Re,Engineering,Property Treaty,CED0052,Horizon General Insurance,Farringdon Risk Partners,CM6739,,Construction,Frank Callahan,101,Non Trust,No,Renewal,Inward,750666.1,455397.59,157730.32,29184.53,108353.66,592935.78,0.6067,0.0389,0.6455
FIN00035076,2024,Q1,1,2024-01,2024,2024,05-01-2024,EMEA,Italy,Italy,REPC,Property,Energy,Property Treaty,CED0104,Summit Re,Radcliffe Group,CM7397,Laura Nkosi,Energy Upstream,,101,Trust,No,New Business,Inward,3162001.65,1851564.87,528364.36,212928.96,569143.47,2633637.29,0.5856,0.0673,0.6529
FIN00041021,2023,Q1,1,2023-01,2023,2023,07-01-2023,Americas,Canada,Canada,REPC,Casualty,Motor,Non-Property Treaty,CED0104,Summit Re,Northgate Insurance Services,CM4407,Fatima Costa,Specialty Lines,Monica Petrov,102,Trust,No,New Business,Inward,408021.51,288511.57,55550.53,10302.84,53656.57,352470.99,0.7071,0.0253,0.7323
FIN00002884,2024,Q2,6,2024-06,2024,2023,08-06-2024,Asia,Japan,Japan,REPC,Specialty,Marine,Direct Insurance,CED0010,Atlas Re,Vantage Risk Solutions,CM4466,Fatima Costa,Political & Credit Risk,George Simmons,102,Trust,Yes,Renewal,Inward,179421.44,103277.71,30291.35,14973.27,30879.11,149130.09,0.5756,0.0835,0.6591
FIN00018094,2024,Q1,1,2024-01,2024,2022,09-01-2024,Asia,Japan,Japan,REPC,P&C Facultative,Engineering,Property Facultative,CED0076,Paramount Assurance,Baymont Risk Solutions,CM3045,Amara Wallace,Energy APAC,Isabelle Achebe,101,Non Trust,No,New Business,Inward,441978.56,22098.93,68723.39,26585.46,324570.79,373255.18,0.05,0.0602,0.1102
FIN00030827,2025,Q3,8,2025-08,2025,2025,13-08-2025,EMEA,UK,United Kingdom,REPC,Casualty,Workers Compensation,Non-Property Facultative,CED0066,Meadowbrook Insurance Group,Blackstone Insurance Brokers,CM4727,Mei Hassan,Marine Global,Christopher Lindberg,102,Non Trust,No,Renewal,Inward,291224.93,178677.28,48240.21,11795.41,52512.03,242984.72,0.6135,0.0405,0.654
FIN00018893,2025,Q2,6,2025-06,2025,2024,07-06-2025,EMEA,Nordics,Sweden,REPC,P&C Facultative,Property,Property Facultative,CED0017,Cornerstone Assurance,Lockwood Risk Solutions,CM2562,Kevin Iversen,Marine Cargo,Henry Cartwright,101,Non Trust,No,Renewal,Outward,265257.63,161689.69,42462.24,24928.64,36177.07,222795.39,0.6096,0.094,0.7035
FIN00013286,2025,Q2,4,2025-04,2025,2025,09-04-2025,EMEA,Nordics,Sweden,REPC,Specialty,Marine,Direct Insurance,CED0064,Lonestar Insurance,Northgate & Associates,CM1201,Daniel Hassan,Property Cat,William Holloway,101,Non Trust,No,New Business,Inward,2557803.77,757985.12,241717.57,59846.69,1498254.39,2316086.2,0.2963,0.0234,0.3197
FIN00007269,2023,Q3,9,2023-09,2023,2022,09-09-2023,Asia,Singapore,Singapore,REPC,Casualty,Liability,Direct Insurance,CED0091,Redwood Insurance Group,Radcliffe Group,CM9430,Mei Hassan,Property Facultative,Karen Vasquez,101,Trust,No,Renewal,Outward,1146298.67,654746.86,72399.07,72299.16,346853.58,1073899.6,0.5712,0.0631,0.6343
FIN00006362,2023,Q1,2,2023-02,2023,2021,05-02-2023,Asia,Singapore,Singapore,REPC,Casualty,Motor,Direct Insurance,CED0049,Highland Insurance,Vantage Insurance Brokers,CM6559,Priya Novak,Agriculture Global,Renata Moreau,201,Non Trust,No,New Business,Inward,238771.83,172068,35981.14,25242.02,5480.68,202790.7,0.7206,0.1057,0.8264
FIN00042580,2025,Q2,4,2025-04,2025,2025,23-04-2025,Asia,Japan,Japan,REPC,Casualty,Accident & Health,Direct Insurance,CED0031,Falcon Insurance Group,Prescott Insurance Services,CM1031,Hana Bianchi,Cyber Risk,Henry Cartwright,201,Trust,No,New Business,Inward,930569.27,450324.2,92432.89,63045.42,324766.75,838136.37,0.4839,0.0677,0.5517
FIN00009035,2025,Q2,6,2025-06,2025,2025,15-06-2025,Americas,US,United States,REPC,Property,Environmental,Direct Insurance,CED0050,Highland Underwriters,Blackstone Insurance Brokers,CM7630,Robert Muller,Marine Global,Oscar Bennet,102,Trust,Yes,New Business,Inward,293629.12,182244.58,50139.08,14471.93,46773.54,243490.05,0.6207,0.0493,0.6699
FIN00044116,2025,Q4,10,2025-10,2024,2024,01-10-2025,EMEA,Middle East,United Arab Emirates,REPC,P&C Facultative,Engineering,Property Facultative,CED0008,Atlas Insurance Group,,CM3927,Peter Nakamura,Space & Satellite,Oscar Bennet,101,Non Trust,No,New Business,Inward,101321.31,24834.42,9534.92,11769.44,55182.53,91786.38,0.2451,0.1162,0.3613
FIN00030662,2025,Q1,2,2025-02,2024,2024,15-02-2025,Asia,Japan,Japan,REPC,Specialty,Credit & Surety,Non-Property Facultative,CED0102,Sterling Re,Highbridge Risk Solutions,CM6407,Hana Bianchi,Construction & Engineering EMEA,Oscar Bennet,101,Trust,No,Renewal,Inward,852709.16,394270.67,119167.18,31145.73,308125.58,733541.98,0.4624,0.0365,0.4989
FIN00036345,2024,Q2,5,2024-05,2024,2024,02-05-2024,Asia,Korea,South Korea,REPC,P&C Re,Liability,Non-Property Treaty,CED0117,Zenith Assurance,Vantage Risk Solutions,CM8948,Laura Nkosi,Financial Risk,Karen Vasquez,101,Non Trust,No,Renewal,Inward,520412.49,279813.08,70395.66,20504.36,149699.39,450016.83,0.5377,0.0394,0.5771
FIN00030685,2023,Q3,7,2023-07,2023,2022,01-07-2023,Americas,US,United States,REPC,Property,Energy,Direct Insurance,CED0038,Global Re,Baymont Risk Partners,CM5503,Yuki O'Connell,Environmental Risk,Anjali Verma,101,Trust,No,New Business,Inward,1413073.39,891537.13,188710.84,126289.83,206535.6,1224362.55,0.6309,0.0894,0.7203
FIN00032078,2023,Q4,12,2023-12,2022,2021,16-12-2023,Americas,Canada,Canada,REPC,Casualty,Motor,Non-Property Treaty,CED0001,Allied Assurance,Fairview Risk Solutions,CM8467,Nadia Kowalski,Aviation,Renata Moreau,101,Non Trust,No,New Business,Inward,440380.79,310832.67,76753.13,48463.55,4331.44,363627.66,0.7058,0.11,0.8159
FIN00038477,2024,Q1,1,2024-01,2024,2024,10-01-2024,Americas,US,United States,REPC,Specialty,Financial Lines,Non-Property Facultative,CED0114,Westfield Holdings,Ivory Risk Solutions,CM1890,Michael Lindqvist,Cyber Risk,Anjali Verma,101,Non Trust,No,Cancelled,Inward,14507.38,6431.84,2101.73,447.12,5526.68,12405.64,0.4433,0.0308,0.4742
FIN00026097,2026,Q2,6,2026-06,2026,2026,20-06-2026,EMEA,France,France,REPC,Specialty,Trade Credit,Direct Insurance,CED0119,Zenith Insurance Group,Baymont Risk Solutions,CM4943,Nadia Kowalski,Energy APAC,Oscar Bennet,201,Non Trust,No,Cancelled,Outward,124874.99,51168.45,25149.98,5570.01,42986.55,99725,0.4098,0.0446,0.4544
FIN00021409,2023,Q4,11,2023-11,2023,2023,10-11-2023,EMEA,UK,United Kingdom,REPC,Property,Environmental,Property Treaty,CED0035,Global General Insurance,Grayson Risk Solutions,CM8554,Kevin Iversen  ,Retail Casualty,Renata Moreau,101,Non Trust,No,Renewal,Outward,202481.64,97948.09,39243.61,13098.51,52191.43,163238.02,0.4837,0.0647,0.5484
FIN00011221,2024,Q1,3,2024-03,2024,2024,28-03-2024,EMEA,Germany,Germany,REPC,Property,Property,Direct Insurance,CED0029,Falcon Holdings,Fenwick & Associates,CM6004,Sarah Bauer,Casualty Excess,Richard Thornton,201,Trust,No,Renewal,Outward,1252627.64,769618.08,111225.97,107232.26,264551.33,1141401.66,0.6144,0.0856,0.7
FIN00027948,2026,Q2,5,2026-05,2025,2025,04-05-2026,EMEA,Nordics,Sweden,REPC,Property,Energy,Direct Insurance,CED0052,Horizon General Insurance,Ivory Risk Solutions,CM8124,Fatima Lindqvist,Property Facultative,Richard Thornton,102,Non Trust,No,Renewal,Inward,2851665.01,1794282.06,409946.41,238111.69,409324.85,2441718.6,0.6292,0.0835,0.7127
FIN00005174,2025,Q3,7,2025-07,2025,2025,06-07-2025,Asia,Korea,South Korea,REPC,Specialty,Cyber,Direct Insurance,CED0079,Paramount Indemnity,  Grayson & Associates ,CM7604,Kevin Iversen,Marine Global,Anjali Verma,101,Trust,No,Renewal,Outward,1347837.99,471743.3,242110.32,122919.07,511065.31,1105727.68,0.35,0.0912,0.4412
FIN00016960,2024,Q4,11,2024-11,2023,2023,10-11-2024,EMEA,Germany,Germany,REPC,Casualty,Motor,Direct Insurance,CED0019,Cornerstone Mutual,Pinnacle Risk Advisors,CM7751,Amara Wallace,Financial Risk,William Holloway,101,Trust,No,New Business,Inward,1399922.24,827283.53,173680.25,100390.79,298567.67,1226241.99,0.5909,0.0717,0.6627
FIN00007204,2025,Q3,9,2025-09,2025,2025,13-09-2025,EMEA,Spain,Spain,REPC,Specialty,Trade Credit,Direct Insurance,CED0078,Paramount General Insurance,Highbridge Risk Solutions,CM7569,Michael Nkosi,Political & Credit Risk,Oscar Bennet,102,,No,New Business,Inward,456402.89,232524.43,79111.99,17342.34,127424.13,377290.9,0.5095,0.038,0.5475
FIN00016599,2025,Q1,2,2025-02,2025,2024,09-02-2025,Americas,Canada,Canada,REPC,Property,Environmental,Property Facultative,CED0026,Evergreen Casualty,Grayson & Associates,CM8039,Sarah Bauer,Property Facultative,Grace Salazar,102,Trust,Yes,Renewal,Inward,366819.63,104643.73,51940.91,8122.93,202112.06,314878.72,0.2853,0.0221,0.3074
FIN00009938,2025,Q1,3,2025-03,2024,2024,17-03-2025,EMEA,France,France,REPC,P&C Re,Engineering,Property Treaty,CED0003,Anchor Underwriters,Farringdon Risk Partners  ,CM1132,Victor Santos,Workers Comp National,Karen Vasquez,101,Non Trust,No,Cancelled,Inward,47314.2,25766.26,5716.4,3492.28,12339.27,41597.8,0.5446,0.0738,0.6184
FIN00049038,2025,Q3,9,2025-09,2025,2024,20-09-2025,EMEA,Nordics,Sweden,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0052,Horizon General Insurance,Pinnacle Re Solutions,CM2909,Hana Bianchi,Construction & Engineering EMEA,Isabelle Achebe,101,Non Trust,Yes,New Business,Inward,1201758.41,993458.45,140187.02,87124.06,-19011.11,1061571.4,0.8267,0.0725,0.8992
FIN00032117,2025,Q3,7,2025-07,2025,2023,20-07-2025,Americas,Canada,Canada,REPC,Casualty,Motor,Non-Property Facultative,CED0109,Union Indemnity,Cornerstone Risk Partners,CM6819,Robert Muller,Trade Credit & Surety,Renata Moreau,101,Trust,No,Renewal,Inward,290290.83,170586.89,37811.83,22531.1,59361.01,252479,0.5876,0.0776,0.6653
FIN00009190,2024,Q3,8,2024-08,2024,2023,08-08-2024,Americas,Canada,Canada,REPC,Specialty,Space,Direct Insurance,CED0012,Bridgeport General Insurance,Camden Risk Solutions,CM5450,Priya Nakagawa,Marine Global,Henry Cartwright,201,Trust,No,Renewal,Inward,289268.23,148806.5,29914.31,9294.25,101253.16,259353.91,0.5144,0.0321,0.5466
FIN00022109,2023,Q1,1,2023-01,2023,2023,05-01-2023,Asia,ANZ,Australia,REPC,Casualty,Accident & Health,Direct Insurance,CED0103,Summit Casualty,Hartwell Insurance Brokers,CM1033,Fatima Lindqvist,Workers Comp National,Renata Moreau,201,Non Trust,No,Renewal,Inward,198304.53,101490.49,34220.58,7358.68,55234.79,164083.95,0.5118,0.0371,0.5489
FIN00041247,2023,Q2,4,2023-04,2023,2023,04-04-2023,EMEA,Middle East,United Arab Emirates,REPC,Casualty,Workers Compensation,Direct Insurance,CED0022,Crown Re,Lockwood Risk Partners,CM5041,Michael Lindqvist  ,Agriculture Global,Christopher Lindberg,201,Non Trust,No,Renewal,Inward,153713.19,95304.31,27409.55,6753.76,24245.57,126303.65,0.62,0.0439,0.664
FIN00012729,2025,Q2,4,2025-04,2025,2025,04-04-2025,Asia,Singapore,Singapore,REPC,P&C Re,Property,Property Treaty,CED0079,Paramount Indemnity,Baymont Risk Solutions,CM1502,James Alvi,Corporate Property,Grace Salazar,101,Trust,Yes,Renewal,Outward,888308.05,623904.03,113423.76,93594.23,57386.04,774884.29,0.7024,0.1054,0.8077
FIN00000111,2023,Q1,1,2023-01,2023,2022,15-01-2023,EMEA,UK,United Kingdom,REPC,Specialty,Trade Credit,Direct Insurance,CED0058,Landmark Indemnity,Grayson & Associates,CM7516,Daniel Hassan,Energy APAC,Henry Cartwright,101,Trust,No,New Business,Inward,366878.59,160069.17,26752.74,39687.31,140369.37,340125.85,0.4363,0.1082,0.5445
FIN00024887,2025,Q3,9,2025-09,2025,2025,08-09-2025,Americas,US,United States,REPC,Vector,Political Risk,Direct Insurance,CED0106,Titan Re,Prescott Insurance Services,CM7219,Robert Alvi,Energy Upstream,Christopher Lindberg,201,Trust,No,Renewal,Inward,87871.11,47225.14,8818.12,8083.93,23743.92,79052.99,0.5374,0.092,0.6294
FIN00005204,2023,Q2,4,2023-04,2023,2023,20-04-2023,Americas,US,United States,REPC,Property,Property,Property Facultative,CED0028,Evergreen Re,Grayson Risk Solutions,CM4022,Marcus Lindqvist,Agriculture Global,Henry Cartwright,201,Trust,No,Renewal,Outward,274750.32,183415.55,35570.56,7704.48,48059.73,239179.76,0.6676,0.028,0.6956
FIN00023381,2026,Q2,5,2026-05,2026,2026,09-05-2026,EMEA,UK,United Kingdom,REPC,Property,Energy,Property Facultative,CED0119,Zenith Insurance Group,Blackstone Insurance Services,CM8658,Yuki O'Connell,Property Facultative,Isabelle Achebe,101,Trust,No,Renewal,Inward,906675.5,247579.56,135107.56,29282.92,494705.46,771567.94,0.2731,0.0323,0.3054
FIN00046672,2025,Q3,8,2025-08,2025,2025,21-08-2025,EMEA,Spain,Spain,REPC,P&C Facultative,Engineering,Property Facultative,CED0036,Global Indemnity,Delacroix & Associates,CM2523,Robert Muller,Environmental Risk,Karen Vasquez,101,Non Trust,Yes,New Business,Outward,484904.69,231545.97,59469.04,16579.37,177310.31,425435.65,0.4775,0.0342,0.5117
FIN00041131,2026,Q3,7,2026-07,2026,2026,15-07-2026,Asia,Japan,Japan,REPC,Property,Energy,Property Treaty,CED0004,Apex Indemnity,Camden Risk Solutions,CM6114,Yuki O'Connell,Workers Comp National,Susanna Ibsen,101,Trust,No,New Business,Inward,794172.1,13480338.77,55915.39,24630.51,-12766712.58,738256.7,16.9741,0.031,17.0051
FIN00031502,2026,Q1,1,2026-01,2026,2026,08-01-2026,Asia,Japan,Japan,REPC,Specialty,Cyber,Direct Insurance,CED0058,Landmark Indemnity,Pinnacle Re Solutions,CM1154,Sarah Bauer,Property Facultative,Martin Weston,101,Trust,No,Renewal,Inward,3152112.69,849742.46,415035.05,225557.17,1661778.01,2737077.64,0.2696,0.0716,0.3411
FIN00039791,2026,Q1,3,2026-03,2026,2026,24-03-2026,Asia,China,China,REPC,Specialty,Aviation,Direct Insurance,CED0031,Falcon Insurance Group,Ashcombe Re Solutions,CM1975,Laura Nkosi,Political & Credit Risk,George Simmons,101,Trust,Yes,New Business,Inward,210063.99,134242.15,33276.33,16567.65,25977.86,176787.66,0.6391,0.0789,0.7179
FIN00009507,2026,Q3,7,2026-07,2026,2025,15-07-2026,Asia,Japan,Japan,REPC,Property,Energy,Property Facultative,CED0014,Bridgeport Insurance Group,Vantage Risk Solutions,CM8641,Yuki Marchetti,Energy Upstream,William Holloway,101,Trust,No,Renewal,Inward,913345.29,198776.32,136428.21,25501.39,552639.37,776917.08,0.2176,0.0279,0.2456
FIN00013479,2024,Q3,9,2024-09,2024,2024,23-09-2024,Asia,ANZ,Australia,REPC,Specialty,Marine,Direct Insurance,CED0100,Sterling Assurance,Grayson Risk Solutions,CM4759,Mei Hassan,Workers Comp National,Grace Salazar,101,Trust,No,New Business,Inward,221007.32,122110.25,19615.14,25427.55,53854.37,201392.17,0.5525,0.1151,0.6676
FIN00005020,2024,Q2,6,2024-06,2024,2024,03-06-2024,EMEA,Spain,Spain,REPC,P&C Facultative,Energy,Property Facultative,CED0047,Harbor Mutual  ,Pinnacle Insurance Brokers,CM7431,Sarah O'Connell,PROPERTY FACULTATIVE,William Holloway,101,Trust,No,Renewal,Inward,1445156.68,699500.67,115022.13,95985.79,534648.08,1330134.54,0.484,0.0664,0.5504
FIN00040918,2025,Q1,3,2025-03,2025,2025,10-03-2025,Asia,Japan,Japan,REPC,Casualty,Liability,Non-Property Facultative,CED0094,Riverside Mutual,Ashcombe Re Solutions,CM7427,Steven Park,Environmental Risk,Frank Callahan,101,Non Trust,No,New Business,Inward,173852.69,115963.52,16979.68,12992.32,27917.17,156873.01,0.667,0.0747,0.7418
FIN00039358,2025,Q2,4,2025-04,2024,2024,02-04-2025,EMEA,Germany,Germany,REPC,P&C Re,Energy,Property Treaty,CED0064,Lonestar Insurance,Pinnacle Risk Partners,CM9944,Yuki Marchetti,Financial Risk,Martin Weston,101,Non Trust,No,Renewal,Outward,455643.15,216337.77,90916.91,16092.05,132296.42,364726.24,0.4748,0.0353,0.5101
FIN00048046,2023,Q4,10,2023-10,2023,2021,21-10-2023,Asia,India,India,REPC,Casualty,Accident & Health,Direct Insurance,CED0044,Harbor Indemnity,Blackstone Insurance Services,CM1965,Sarah O'Connell,Political & Credit Risk,Oscar Bennet,101,Non Trust,No,New Business,Inward,210284.15,138502.12,24070.17,5704.85,42007.01,186213.98,0.6586,0.0271,0.6858
FIN00028567,2026,Q3,7,2026-07,2026,2026,15-07-2026,Americas,US,United States,REPC,Specialty,Aviation,Non-Property Facultative,CED0031,Falcon Insurance Group,Glendale Insurance Brokers,CM9973,,Property Treaty Americas,Grace Salazar,101,Non Trust,Yes,New Business,Inward,2812203.89,2021258.04,311812.31,145799.05,333334.49,2500391.58,0.7187,0.0518,0.7706
FIN00023128,2026,Q1,2,2026-02,2025,2023,06-02-2026,Americas,US,United States,REPC,P&C Re,Property,Property Treaty,CED0042,Granite Underwriters,Cornerstone Risk Advisors,CM2924,Priya Wallace,Cyber Risk,George Simmons,102,Trust,No,Renewal,Inward,988842.12,580271.99,56841.08,68137.31,283591.74,932001.04,0.5868,0.0689,0.6557
FIN00009927,2023,Q1,2,2023-02,2023,2023,16-02-2023,Asia,Japan,Japan,REPC,P&C Facultative,Engineering,Property Facultative,CED0035,Global General Insurance,Ivory Risk Solutions,CM3744,Hana Bianchi,Financial Risk,George Simmons,101,Trust,No,Cancelled,Inward,57595.31,4531.34,9458.57,6394.6,37210.8,48136.74,0.0787,0.111,0.1897
FIN00036478,2023,Q2,5,2023-05,2023,2023,26-05-2023,EMEA,UK,United Kingdom,REPC,Casualty,Workers Compensation,Non-Property Facultative,CED0034,Fortress Re,Vantage Risk Solutions,CM9390,Fatima Costa,Agriculture Global,Renata Moreau,101,Non Trust,No,Cancelled,Inward,21160.52,13508.66,3457.21,952.41,3242.24,17703.3,0.6384,0.045,0.6834
FIN00032105,2025,Q3,7,2025-07,2025,2023,24-07-2025,Asia,Singapore,Singapore,REPC,Vector,Environmental,Direct Insurance,CED0106,Titan Re,Farringdon Risk Partners,CM7500,James Alvi,Marine Global,William Holloway,101,Non Trust,No,New Business,Outward,437392.64,270462.61,49392.25,44221.28,73316.5,388000.39,0.6184,0.1011,0.7195
FIN00017749,2023,Q4,10,2023-10,2023,2023,05-10-2023,EMEA,Germany,Germany,REPC,Casualty,Motor,Non-Property Treaty,CED0031,Falcon Insurance Group,Pinnacle Insurance Brokers,CM7736,Mei Hassan,Property Cat,Oscar Bennet,101,Non Trust,Yes,Renewal,Inward,2792013.94,1761399.1,479082.41,78622.66,472909.77,2312931.53,0.6309,0.0282,0.659
FIN00035970,2024,Q1,2,2024-02,2024,2024,23-02-2024,Americas,us,United States,REPC,Specialty,Cyber,Direct Insurance,CED0063,Lonestar Indemnity,Baymont Risk Solutions,CM2460,,Motor Fleet,Oscar Bennet,101,Trust,No,Renewal,Inward,1408962.73,140896.27,91663.85,136894.16,1039508.45,1317298.88,0.1,0.0972,0.1972
